event_key,legacy_event_id,year,event_name,event_slug,start_date,end_date,city,region,country,host_club,event_type,status,notes,source
2015_fc_footstar_anniversary,1420195881,2015,17th FC Footstar anniversary,17th_fc_footstar_anniversary,2015-03-07,2015-03-08,Berlin,,Germany,FC Footstar Berlin e.V.,net,completed,,mirror
2015_footbagjam_helsinki,1436878168,2015,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),19th_annual_finnish_footbag_open_ffa_20th_anniversary_special_edition,2015-11-28,2015-11-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2015_finnish,1449217972,2015,2015 Finnish Footbag Championships in Singles Net,2015_finnish_footbag_championships_in_singles_net,2015-12-19,2015-12-19,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2015_mud_island_belt,1422386917,2015,2015 Mud Island Belt presented by Memphis Footworks,2015_mud_island_belt_presented_by_memphis_footworks,2015-05-23,2015-05-25,Memphis,Tennessee,United States,,net,completed,,mirror
2015_eastregion,1435110091,2015,33rd Annual East Coast Footbag Championships,33rd_annual_east_coast_footbag_championships,2015-09-12,2015-09-13,Brooklyn,New York,United States,New York Footbag Association,mixed,completed,,mirror
2015_worlds_copenhagen,1417735560,2015,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,36th_ifpa_world_footbag_championships,2015-07-26,2015-08-01,Copenhagen,Capital Region,Denmark,FootbagDenmark,worlds,completed,,mirror
2015_copa_venezuela,1430582557,2015,5ta Copa Venezuela,5ta_copa_venezuela,2015-06-27,2015-06-28,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2015_copa_pro,1423020874,2015,7ma Copa X-PRO,7ma_copa_x_pro,2015-02-28,2015-02-28,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2015_windy_city,1421271111,2015,8th Annual Windy City Cup Footbag Net Championships,8th_annual_windy_city_cup_footbag_net_championships,2015-06-19,2015-06-21,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2015_akisphere,1430596760,2015,Akisphere 2015,akisphere_2015,2015-07-10,2015-07-12,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2015_austrian,1445178271,2015,Austrian Footbag Championships 2015,austrian_footbag_championships_2015,2015-12-18,2015-12-19,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2015_bembel_15_years,1418127354,2015,Bembel Cup 2015 and 15 Years FrankfurtFootbag,bembel_cup_2015_and_15_years_frankfurtfootbag,2015-05-23,2015-05-24,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2015_footbagjam_stara_zagora,1421069713,2015,Bulgarian Open Footbag Jam,bulgarian_open_footbag_jam,2015-05-01,2015-05-03,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2015_championnat_de_france,1432901754,2015,Championnat de France de Footbag 2015,championnat_de_france_de_footbag_2015,2015-07-11,2015-07-12,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2015_lakeerie,1427144456,2015,Lake Erie Footbag Tournament,lake_erie_footbag_tournament,2015-07-18,2015-07-19,Erie,Pennsylvania,United States,FOOTBAG ERIE,net,completed,,mirror
2015_footbagjam_ann_arbor,1408070192,2015,New Year's Footbag Jam,new_years_footbag_jam,2015-01-03,2015-01-04,Ann Arbor,Michigan,United States,\m/ichigan footbag,freestyle,completed,,mirror
2015_stanford_presents_cardinal,1429205408,2015,"Stanford Footbag presents: ""Cardinal Cup"" Freestyle",stanford_footbag_presents_cardinal_cup_freestyle,2015-05-23,2015-05-23,Palo Alto,California,United States,Stanford University Footbag Club,freestyle,no_results,,mirror
2015_footbagjam_lausanne,1438626750,2015,Swiss Footbag Open,swiss_footbag_open,2015-10-23,2015-10-25,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,mixed,completed,,mirror
2015_perpetual_flame_challenge,1435784719,2015,The Perpetual Flame Footbag Net Challenge,the_perpetual_flame_footbag_net_challenge,2015-09-05,2015-09-06,Caracas,Capital District,Venezuela,X-PRO,net,completed,,mirror
2015_todexon_16,1415986036,2015,Todexon 16,todexon_16,2015-04-11,2015-04-11,Prague,,Czech Republic,Czech Footbag Association,freestyle,completed,,mirror
2015_turku,1431288258,2015,Turku Open,turku_open,2015-07-18,2015-07-18,Turku,Southwest Finland,Finland,Footcraft,net,completed,,mirror
2015_usopen_west_linn,1425372477,2015,U.S. Open Footbag Championships 2015,u_s_open_footbag_championships_2015,2015-06-27,2015-06-28,West Linn,Oregon,United States,Sole Purpose,mixed,completed,,mirror
2015_xv_polish,1439332196,2015,XV IFPA Polish Footbag Championships,xv_ifpa_polish_footbag_championships,2015-09-12,2015-09-13,Katowice,Silesian,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2016_polish,1467142686,2016,16th Annual Polish Footbag Championships,16th_annual_polish_footbag_championships,2016-09-10,2016-09-11,Katowice,Silesian,Poland,Jaworzno Footbag Club,mixed,completed,,mirror
2016_footbagjam_bremen,1466942562,2016,18th Annual German Footbag Open,18th_annual_german_footbag_open,2016-10-14,2016-10-16,Bremen,,Germany,Freestyle Fanatics,mixed,completed,,mirror
2016_eurochamp_frankfurt,1460640850,2016,18th Annual IFPA European Footbag Championships 2016,18th_annual_ifpa_european_footbag_championships_2016,2016-06-17,2016-06-19,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,mixed,completed,,mirror
2016_mud_island_belt,1454371285,2016,2016 Mud Island Belt presented by Memphis Footworks,2016_mud_island_belt_presented_by_memphis_footworks,2016-05-28,2016-05-29,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2016_footbagjam_turku,1471407009,2016,20th Annual Finnish Footbag Open,20th_annual_finnish_footbag_open,2016-11-19,2016-11-20,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2016_eastregion,1464967908,2016,34th Annual East Coast Footbag Championships,34th_annual_east_coast_footbag_championships,2016-09-09,2016-09-11,Brooklyn,New York,United States,New York Footbag Association,freestyle,completed,,mirror
2016_worlds_trnava,1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,37th_annual_ifpa_world_footbag_championships_2016,2016-07-31,2016-08-06,Trnava,,Slovakia,Czech Footbag Association,worlds,completed,,mirror
2016_windy_city,1455047000,2016,9th Annual Windy City Cup Footbag Net Championships,9th_annual_windy_city_cup_footbag_net_championships,2016-07-15,2016-07-17,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2016_akisphere,1463511970,2016,Akisphere 2016,akisphere_2016,2016-07-08,2016-07-10,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2016_austrian,1473932659,2016,Austrian Footbag Championships 2016,austrian_footbag_championships_2016,2016-10-21,2016-10-22,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2016_bembel,1453384342,2016,Bembel Cup 2016,bembel_cup_2016,2016-07-22,2016-07-24,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2016_footbagjam_stara_zagora,1458125752,2016,Bulgaria Footbag Open,bulgaria_footbag_open,2016-05-21,2016-05-22,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2016_championnat_de_france,1459426362,2016,Championnat de France de Footbag 2016,championnat_de_france_de_footbag_2016,2016-05-14,2016-05-15,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2016_fc_footstars_anniversary,1446571794,2016,FC Footstar's 18th Anniversary,fc_footstars_18th_anniversary,2016-01-29,2016-01-31,Berlin,,Germany,FC Footstar Berlin e.V.,net,completed,,mirror
2016_lakeerie,1447494731,2016,Lake Erie Footbag Tournament,lake_erie_footbag_tournament,2016-05-14,2016-05-15,Erie,Pennsylvania,United States,FOOTBAG ERIE,net,completed,,mirror
2016_malopolska_mistrzostwa_ma,1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,malopolska_footbag_championships_2016_mistrzostwa_ma_opolski_w_zo_k_2016,2016-10-08,2016-10-09,Kraków,Lesser Poland,Poland,Maniac Footbag Team,mixed,completed,,mirror
2016_rnh_contest,1458170459,2016,RNH Contest 2016,rnh_contest_2016,2016-04-23,2016-04-24,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2016_footbagjam_lausanne,1466891959,2016,Swiss Footbag Open 2016,swiss_footbag_open_2016,2016-10-28,2016-10-30,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,net,completed,,mirror
2016_usopen_west_linn,1458772302,2016,U.S. Open Footbag Net Championships 2016,u_s_open_footbag_net_championships_2016,2016-06-25,2016-06-26,West Linn,Oregon,United States,Sole Purpose,net,completed,,mirror
2016_zocha,1461077179,2016,Zocha Jam 2016,zocha_jam_2016,2016-11-12,2016-11-13,Wrocław,Lower Silesian,Poland,PSF Polish Footbag Association,net,completed,,mirror
2017_polish,1485863923,2017,17th Annual Polish Footbag Championships,17th_annual_polish_footbag_championships,2017-09-02,2017-09-03,Lublin,,Poland,PSF Polish Footbag Association,mixed,completed,,mirror
2017_german,1499025778,2017,19th Annual German Footbag Championships 2017,19th_annual_german_footbag_championships_2017,2017-11-18,2017-11-19,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2017_eurochamp_aranjuez,1487797845,2017,19th Annual IFPA European Footbag Championships,19th_annual_ifpa_european_footbag_championships,2017-05-25,2017-05-28,Aranjuez,Community of Madrid,Spain,,mixed,completed,,mirror
2017_mud_belt_memphis,1485967222,2017,2017 Mud Belt Presented by Memphis Footworks,2017_mud_belt_presented_by_memphis_footworks,2017-05-20,2017-05-21,Peninsula Cherokee,Alabama,United States,Memphis Footworks,net,completed,,mirror
2017_eastregion,1502929111,2017,35th Annual East Coast Footbag Championships,35th_annual_east_coast_footbag_championships,2017-09-16,2017-09-17,New York,,United States,New York Footbag Association,mixed,completed,,mirror
2017_worlds_portland,1471686537,2017,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,38th_annual_ifpa_world_footbag_championships_2017,2017-08-06,2017-08-12,Portland,Oregon,United States,Sole Purpose,worlds,completed,,mirror
2017_akisphere,1485970612,2017,Akisphere 2017,akisphere_2017,2017-07-28,2017-07-30,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2017_austrian,1498568502,2017,Austrian Footbag Championships 2017,austrian_footbag_championships_2017,2017-10-06,2017-10-08,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2017_bembel,1485520697,2017,Bembel Cup 2017,bembel_cup_2017,2017-05-06,2017-05-07,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2017_bulgarian,1499168069,2017,Bulgarian Footbag Championships 2017,bulgarian_footbag_championships_2017,2017-09-22,2017-09-24,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2017_championnat_de_france,1497678985,2017,Championnat de France de Footbag 2017,championnat_de_france_de_footbag_2017,2017-07-08,2017-07-09,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2017_finnish_turku,1509295388,2017,Finnish Footbag Net Championships,finnish_footbag_net_championships,2017-11-11,2017-11-12,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2017_finnish_helsinki,1509295589,2017,Finnish Freestyle Footbag Championships,finnish_freestyle_footbag_championships,2017-12-02,2017-12-02,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),freestyle,completed,,mirror
2017_lakeerie,1489248474,2017,Lake Erie Footbag Tournament,lake_erie_footbag_tournament,2017-06-10,2017-06-11,Erie,Pennsylvania,United States,FOOTBAG ERIE,net,completed,,mirror
2017_rnh_contest,1486654923,2017,RNH Contest,rnh_contest,2017-04-01,2017-04-02,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2017_footbagjam_stara_zagora,1487800738,2017,Stara Zagora Footbag Jam 2017,stara_zagora_footbag_jam_2017,2017-04-29,2017-04-30,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2017_footbagjam_lausanne,1488957997,2017,Swiss Footbag Open 2017,swiss_footbag_open_2017,2017-10-20,2017-10-22,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,mixed,completed,,mirror
2017_tenth_windy_city,1492354286,2017,Tenth Annual Windy City Cup Footbag Net Championships,tenth_annual_windy_city_cup_footbag_net_championships,2017-06-24,2017-06-25,Chicago,Illinois,United States,Chicago Lake Coast Kickers,net,completed,,mirror
2018_mud_belt_memphis,1520348349,2018,2018 Mud Belt presented by Memphis Footworks,2018_mud_belt_presented_by_memphis_footworks,2018-05-19,2018-05-20,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2018_footbagjam_las_vegas,1539024211,2018,2018 US Freestyle Footbag Open,2018_us_freestyle_footbag_open,2018-12-14,2018-12-16,Las Vegas,Nevada,United States,Tucson Wild Footbag Cats,freestyle,completed,,mirror
2018_eurochamp_kranj,1518200935,2018,20th Annual IFPA European Footbag Championships,20th_annual_ifpa_european_footbag_championships,2018-06-21,2018-06-23,Kranj,Upper Carniola,Slovenia,Footbag Kranj,freestyle,completed,,mirror
2018_torneo_nacional_de,1537994275,2018,2o Torneo Nacional de Footbag,2o_torneo_nacional_de_footbag,2018-10-27,2018-10-28,Medellín,Antioquia,Colombia,Footbag Medellin,freestyle,completed,,mirror
2018_eastregion,1524683077,2018,36th Annual East Coast Footbag Championships,36th_annual_east_coast_footbag_championships,2018-06-23,2018-06-24,New York,,United States,New York Footbag Association,freestyle,completed,,mirror
2018_worlds_sofia,1519215398,2018,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,39th_annual_ifpa_world_footbag_championships_2018,2018-07-22,2018-07-28,Sofia,Sofia-Grad,Bulgaria,Urban Komba,worlds,completed,,mirror
2018_akisphere,1526588580,2018,Akisphere 2018,akisphere_2018,2018-07-06,2018-07-08,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2018_austrian,1536221908,2018,Austrian Footbag Championships 2018,austrian_footbag_championships_2018,2018-10-12,2018-10-13,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2018_bembel_anniversary,1526035381,2018,Bembel Cup 2018 - 10th Anniversary,bembel_cup_2018_10th_anniversary,2018-08-11,2018-08-12,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2018_bulgarian,1519233007,2018,Bulgarian Footbag Championships 2018,bulgarian_footbag_championships_2018,2018-04-28,2018-04-30,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2018_championnat_de_france,1520596747,2018,Championnat de France de footbag 2018,championnat_de_france_de_footbag_2018,2018-04-14,2018-04-15,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2018_copa_medellin_de,1515176008,2018,Copa Medellin De Footbag,copa_medellin_de_footbag,2018-05-26,2018-05-27,Medellín,Antioquia,Colombia,Club Footbag Medellín,net,completed,,mirror
2018_finnish,1537521152,2018,Footbag Finnish Open,footbag_finnish_open,2018-12-08,2018-12-08,Turku,Southwest Finland,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2018_lakeerie,1502997442,2018,Lake Erie Footbag Tournament & Freestyle Jam,lake_erie_footbag_tournament_freestyle_jam,2018-06-09,2018-06-10,Erie,Pennsylvania,United States,FOOTBAG ERIE,net,completed,,mirror
2018_de_france,1531311472,2018,Open de France 2018,open_de_france_2018,2018-09-29,2018-09-30,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2018_rnh_contest,1516978874,2018,RNH Contest 2018,rnh_contest_2018,2018-03-24,2018-03-25,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2018_refaski,1526583313,2018,Refaski Cup 2018,refaski_cup_2018,2018-06-17,2018-06-17,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,net,completed,,mirror
2018_suramericano_de_y,1527557123,2018,Suramericano de Footbag Net y Freestyle,suramericano_de_footbag_net_y_freestyle,2018-12-19,2018-12-22,Medellín,Antioquia,Colombia,Footbag Medellin,mixed,completed,,mirror
2018_footbagjam_lausanne,1533246739,2018,Swiss Footbag Open,swiss_footbag_open,2018-10-27,2018-10-28,Lausanne,Vaud,Switzerland,Les Pieds à Gilles,mixed,completed,,mirror
2018_xviii_polish_krakow,1531284609,2018,XVIII Polish Footbag Championships - Krakow 2018,xviii_polish_footbag_championships_krakow_2018,2018-08-31,2018-08-31,Kraków,Lesser Poland,Poland,Maniac Footbag Team,mixed,completed,,mirror
2019_bembel_a_with,1557144269,2019,11th Bembel Cup 2019 - a jam with friends,11th_bembel_cup_2019_a_jam_with_friends,2019-08-17,2019-08-18,Frankfurt,Hesse,Germany,SG Frankfurt Footbag e.V.,net,completed,,mirror
2019_czech,1572864719,2019,19th Czech Footbag Net Championships,19th_czech_footbag_net_championships,2019-11-30,2019-11-30,Hradec Králové,,Czech Republic,Hradec Kralove Footbag Club,net,completed,,mirror
2019_eastregion,1552865692,2019,37th Annual East Coast Footbag Championships,37th_annual_east_coast_footbag_championships,2019-09-14,2019-09-15,New York,,United States,New York Footbag Association,mixed,completed,,mirror
2019_worlds_warsaw,1547415984,2019,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,40th_annual_ifpa_world_footbag_championships_2019,2019-07-29,2019-08-03,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,worlds,completed,,mirror
2019_copa_bobston_de,1549597969,2019,4ta Copa BoBston de Footbag 2019,4ta_copa_bobston_de_footbag_2019,2019-03-30,2019-03-31,Medellín,Antioquia,Colombia,Footbag Medellin,freestyle,completed,,mirror
2019_akisphere,1556306551,2019,Akisphere 2019,akisphere_2019,2019-07-05,2019-07-07,Montréal,Quebec,Canada,Aki Québec,net,completed,,mirror
2019_austrian_xmas,1575361225,2019,Austrian Footbag Championships + XMAS Jam 2019,austrian_footbag_championships_xmas_jam_2019,2019-12-20,2019-12-20,Vienna,,Austria,Footbag-Vienna,freestyle,completed,,mirror
2019_basque_bilbao_2,1574365921,2019,Basque Open Footbag Net Tournament (Doubles),basque_open_footbag_net_tournament_doubles,2019-11-24,2019-11-24,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2019_footbagjam_stara_zagora,1568289502,2019,Bulgarian Footbag Open Vol.2,bulgarian_footbag_open_vol_2,2019-09-21,2019-09-23,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2019_finnish,1576342966,2019,Footbag Finnish Open,footbag_finnish_open,2019-12-29,2019-12-29,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),mixed,completed,,mirror
2019_footbagjam_berlin,1566532030,2019,German Footbag Open 2019,german_footbag_open_2019,2019-10-12,2019-10-13,Berlin,,Germany,FC Footstar Berlin e.V.,mixed,completed,,mirror
2019_basque_bilbao,1556730450,2019,I. Basque Tournament of Footbag (Doubles),i_basque_tournament_of_footbag_doubles,2019-04-27,2019-05-04,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2019_basque_larrabetzu,1566500647,2019,I. Basque Tournament of Footbag Net (Individual),i_basque_tournament_of_footbag_net_individual,2019-08-23,2019-08-24,Larrabetzu,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2019_ereaga_doubles,1564005204,2019,I. Ereaga Footbag Net Tournament (Doubles) 2019,i_ereaga_footbag_net_tournament_doubles_2019,2019-07-28,2019-07-28,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2019_lakeerie,1529239199,2019,Lake Erie Footbag Tournament,lake_erie_footbag_tournament,2019-06-08,2019-06-09,Erie,Pennsylvania,United States,FOOTBAG ERIE,mixed,completed,,mirror
2019_medejam_de,1568692191,2019,MedeJam de Footbag 2019,medejam_de_footbag_2019,2019-12-28,2019-12-29,Medellín,Antioquia,Colombia,,mixed,completed,,mirror
2019_mud_belt_memphis,1557331196,2019,Mud Belt Presented by Memphis Footworks,mud_belt_presented_by_memphis_footworks,2019-06-22,2019-06-23,Memphis,Tennessee,United States,Memphis Footworks,net,completed,,mirror
2019_footbagjam_columbus,1562271704,2019,Ohio Footbag Jam,ohio_footbag_jam,2019-07-27,2019-07-28,Columbus,Ohio,United States,,freestyle,no_results,,mirror
2019_de_france,1547720079,2019,Open de France 2019,open_de_france_2019,2019-05-25,2019-05-26,Nantes,Pays de la Loire,France,Carnabal Footbag,net,completed,,mirror
2019_rnh_contest,1551207285,2019,RNH Contest 2019,rnh_contest_2019,2019-03-24,2019-03-24,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2019_rnh_anniversary,1568961264,2019,RNH Footbag 20th Anniversary,rnh_footbag_20th_anniversary,2019-11-16,2019-11-17,Paris,Île-de-France,France,Rien N'est Hacky - RNH Footbag,net,completed,,mirror
2019_usopen_boston,1555631351,2019,US Open Footbag Championships 2019,us_open_footbag_championships_2019,2019-08-16,2019-08-18,Boston,Massachusetts,United States,Boston Shred Crew,mixed,completed,,mirror
2019_xix_polish_krakow,1567551985,2019,XIX Polish Footbag Championships - Krakow 2019,xix_polish_footbag_championships_krakow_2019,2019-11-23,2019-11-24,Kraków,Lesser Poland,Poland,Maniac Footbag Team,mixed,completed,,mirror
2020_eastregion,1596587110,2020,38th Annual East Coast Footbag Championships,38th_annual_east_coast_footbag_championships,2020-09-12,2020-09-13,Doylesburg,Pennsylvania,United States,New York Footbag Association,mixed,completed,,mirror
2020_akisphere,1628025851,2020,Akisphere 2020,akisphere_2020,2020-07-10,2020-07-12,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2020_bulgarian,1580328152,2020,Bulgarian Footbag Championships 2020,bulgarian_footbag_championships_2020,2020-06-20,2020-06-22,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2020_czech,1595872698,2020,Czech Footbag Championships,czech_footbag_championships,2020-08-08,2020-08-08,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,net,completed,,mirror
2020_bilbao_doubles,1593340253,2020,I.Bilbao Tournament (Doubles - Net),i_bilbao_tournament_doubles_net,2020-06-28,2020-06-28,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2020_basque_bilbao,1598616506,2020,II. Basque Tournament of Footbag Net (Individual),ii_basque_tournament_of_footbag_net_individual,2020-08-30,2020-08-30,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2020_basque_bilbao_2,1584223469,2020,II.Basque Tournament of Footbag (Net - Individual),ii_basque_tournament_of_footbag_net_individual,2020-03-15,2020-03-15,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2020_xx_polish_warsaw,1600984774,2020,XX Polish Footbag Championships - Warsaw 2020,xx_polish_footbag_championships_warsaw_2020,2020-11-14,2020-11-15,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2021_worlds_online,1623054449,2021,2021 IFPA Online World Footbag Freestyle Championships,2021_ifpa_online_world_footbag_freestyle_championships,2021-08-01,2021-08-25,Online,Global,Global,Madrid Footbag Club,freestyle,completed,,mirror
2021_eurochamp_krakow,1624971880,2021,21st IFPA European Footbag Net Championships,21st_ifpa_european_footbag_net_championships,2021-08-20,2021-08-22,Kraków,Lesser Poland,Poland,Maniac Footbag Team,net,completed,,mirror
2021_finnish,1643478787,2021,24th Annual Footbag Finnish Open,24th_annual_footbag_finnish_open,2021-12-11,2021-12-11,Helsinki,Uusimaa,Finland,Suomen Footbag Liitto ry. (Finnish Footbag Association),net,completed,,mirror
2021_eastregion,1625854837,2021,39th Annual East Coast Footbag Championships,39th_annual_east_coast_footbag_championships,2021-08-28,2021-08-29,Doylesburg,Pennsylvania,United States,New York Footbag Association,freestyle,completed,,mirror
2021_akisphere,1628025574,2021,Akisphere 2021,akisphere_2021,2021-07-09,2021-07-11,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2021_footbagjam,1614772897,2021,Bulgarian Footbag Open 2021,bulgarian_footbag_open_2021,2021-05-22,2021-05-24,Stara Zagora,,Bulgaria,Urban Komba,net,completed,,mirror
2021_czech,1628024472,2021,Czech Footbag Net Championships,czech_footbag_net_championships,2021-06-12,2021-06-12,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,net,completed,,mirror
2021_basque_bilbao_2,1628596712,2021,II. Basque Tournament of Footbag Net (Doubles),ii_basque_tournament_of_footbag_net_doubles,2021-08-10,2021-08-10,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2021_basque_bilbao_3,1634938934,2021,II.Basque Open Footbag Net Tournament (Doubles),ii_basque_open_footbag_net_tournament_doubles,2021-10-23,2021-10-23,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2021_basque_bilbao,1617902706,2021,III.Basque Tournament of Footba Net (Individual),iii_basque_tournament_of_footba_net_individual,2021-04-09,2021-04-09,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2021_refaski,1635599636,2021,Refaski Cup 2021,refaski_cup_2021,2021-11-06,2021-11-06,Tábor,South Bohemian,Czech Republic,SK FOOTBAG TÁBOR,net,completed,,mirror
2021_xxi_polish_warsaw,1634665636,2021,XXI Polish Footbag Championships - Warsaw 2021,xxi_polish_footbag_championships_warsaw_2021,2021-11-27,2021-11-28,Warsaw,Masovian,Poland,WSF Warsaw Footbag Association,mixed,completed,,mirror
2022_eurochamp_jaworzno,1646855336,2022,22nd Annual IFPA European Footbag Championships,22nd_annual_ifpa_european_footbag_championships,2022-07-22,2022-07-24,Jaworzno,Silesian,Poland,Jaworzno Footbag Club,net,completed,,mirror
2022_eastregion,1649177702,2022,40th Annual East Coast Footbag Championships,40th_annual_east_coast_footbag_championships,2022-09-24,2022-09-25,Camp Doylesburg,Pennsylvania,United States,New York Footbag Association,mixed,completed,,mirror
2022_worlds_krakow,1646387871,2022,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,41st_ifpa_world_footbag_championships_2022,2022-07-27,2022-07-31,Kraków,Lesser Poland,Poland,Maniac Footbag Team,worlds,completed,,mirror
2022_akisphere,1653152207,2022,Akisphere 2022,akisphere_2022,2022-07-08,2022-07-10,Montreal,Quebec,Canada,Aki Québec,net,completed,,mirror
2022_cracow_3,1645025950,2022,Cracow Net Jam 3,cracow_net_jam_3,2022-02-26,2022-02-27,Kraków,Lesser Poland,Poland,Maniac Footbag Team,net,completed,,mirror
2022_czech,1649326445,2022,Czech Footbag Championships 2022,czech_footbag_championships_2022,2022-05-21,2022-05-21,Hradec Králové,,Czech Republic,Hradec Králové Footbag Club,net,completed,,mirror
2022_basque_bilbao_2,1653647467,2022,I. Elorrieta Tournament of Footbag Net (Basque Country),i_elorrieta_tournament_of_footbag_net_basque_country,2022-05-27,2022-05-27,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2022_ereaga,1657486956,2022,II. Ereaga Tournament of Footbag Net,ii_ereaga_tournament_of_footbag_net,2022-07-11,2022-07-11,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
2022_basque_bilbao_3,1669556651,2022,III.Basque Tournament of Footbag Net (Doubles),iii_basque_tournament_of_footbag_net_doubles,2022-11-27,2022-11-27,Bilbao,Bizkaia,Spain,Bilbao Footbag Club,net,completed,,mirror
